,icsa_code,URL,YEAR,CVES,CVES_URL,ATTENTION,VENDOR,EQUIPMENT,VULNERABILITIES,CRITICAL INFRAESTRUCTURE SECTOR,COUNTRIES\/AREAS DEPLOYED,COMPANY HEADQUARTERS LOCATION,CWES
549,ICSA-20-042-08,https://us-cert.cisa.gov//ics/advisories/icsa-20-042-08,20,['CVE-2019-19277'],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2019-19277'],Exploitable remotely/low skill level to exploit,Siemens,SIPORT MP,"When remote access is required, use secure methods, such as Virtual Private Networks (VPNs), recognizing that VPNs may have vulnerabilities and should be updated to the most current version available. Also recognize that VPN is only as secure as the connected devices."," Commercial Facilities, Government Facilities",Worldwide,Germany,['778']
550,ICSA-20-042-09,https://us-cert.cisa.gov//ics/advisories/icsa-20-042-09,20,['CVE-2019-13941'],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2019-13941'],Exploitable remotely/low skill level to exploit,Siemens,OZW web server,"When remote access is required, use secure methods, such as Virtual Private Networks (VPNs), recognizing that VPNs may have vulnerabilities and should be updated to the most current version available. Also recognize that VPN is only as secure as the connected devices."," Commercial Facilities, Government Facilities",Worldwide,Germany,['552']
551,ICSA-20-042-12,https://us-cert.cisa.gov//ics/advisories/icsa-20-042-12,20,['CVE-2019-19279'],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2019-19279'],Exploitable remotely,Siemens,SIPROTEC 4 and SIPROTEC Compact,"When remote access is required, use secure methods, such as Virtual Private Networks (VPNs), recognizing that VPNs may have vulnerabilities and should be updated to the most current version available. Also recognize that VPN is only as secure as the connected devices.", Energy,Worldwide,Germany,['20']
552,ICSA-20-042-13,https://us-cert.cisa.gov//ics/advisories/icsa-20-042-13,20,"['CVE-2020-6975', 'CVE-2020-6973']","['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-6975', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-6973']",Exploitable remotely/low skill level to exploit,Digi International,ConnectPort LTS 32 MEI,Not Found," Commercial Facilities, Critical Manufacturing, Food and Agriculture, Healthcare and Public Health, Transportation Systems",Worldwide,United States,"['434', '79']"
553,ICSA-20-035-01,https://us-cert.cisa.gov//ics/advisories/icsa-20-035-01,20,['CVE-2020-6969'],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-6969'],Exploitable remotely/low skill level to exploit,AutomationDirect,C-More Touch Panels EA9 Series,"When remote access is required, use secure methods, such as Virtual Private Networks (VPNs), recognizing that VPNs may have vulnerabilities and should be updated to the most current version available. Also recognize that VPN is only as secure as the connected devices."," Commercial Facilities, Critical Manufacturing, Energy, Water and Wastewater",Worldwide,United States,['522)']
554,ICSMA-18-058-01,https://us-cert.cisa.gov//ics/advisories/ICSMA-18-058-01,18,"['CVE-2018-10596', 'CVE-2018-5446', 'CVE-2018-5448']","['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2018-5446', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2018-5448', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2018-10596']",Exploitable remotely/low skill level to exploit,Medtronic,"2090 CareLink Programmer, 29901 Encore Programmer",Not Found, Healthcare and Public Health,Worldwide,Ireland,"['257', '23', '923']"
555,ICSMA-20-023-01,https://us-cert.cisa.gov//ics/advisories/icsma-20-023-01,20,"['CVE-2020-6966', 'CVE-2020-6965', 'CVE-2020-6963', 'CVE-2020-6962', 'CVE-2020-6961', 'CVE-2020-6964']","['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-6961', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-6962', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-6963', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-6964', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-6965', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-6966']",Exploitable remotely/low skill level to exploit,GE,"CARESCAPE Telemetry Server, ApexPro Telemetry Server, CARESCAPE Central Station (CSCS) and Clinical Information Center (CIC) systems, CARESCAPE B450, B650, B850 Monitors",Not Found, Healthcare and Public Health,Worldwide,United States,"['256', '20', '798', '306', '434', '326']"
556,ICSA-20-021-01,https://us-cert.cisa.gov//ics/advisories/icsa-20-021-01,20,"['CVE-2020-6960', 'CVE-2020-6959']","['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-6959', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-6960']",Exploitable remotely/low skill level to exploit,Honeywell,MAXPRO VMS & NVR,Not Found," Commercial Facilities, Critical Manufacturing, Energy",Worldwide,United States,"['502', '89']"
557,ICSA-20-014-01,https://us-cert.cisa.gov//ics/advisories/icsa-20-014-01,20,['CVE-2019-13524'],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2019-13524'],Exploitable remotely/low skill level to exploit,GE/Emerson,PACSystems RX3i,"When remote access is required, use secure methods, such as Virtual Private Networks (VPNs), recognizing that VPNs may have vulnerabilities and should be updated to the most current version available. Also recognize that VPN is only as secure as the connected devices."," Commercial Facilities, Critical Manufacturing, Dams, Defense Industrial Base, Energy, Food and Agricultural, Government Facilities, Information Technology, Transportation Systems, Water and Wastewater Systems",Worldwide,United States,['20']
558,ICSA-20-014-02,https://us-cert.cisa.gov//ics/advisories/icsa-20-014-02,20,['CVE-2019-10940'],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2019-10940'],Exploitable remotely/low skill level to exploit,Siemens,SINEMA Server,"When remote access is required, use secure methods, such as Virtual Private Networks (VPNs), recognizing that VPNs may have vulnerabilities and should be updated to the most current version available. Also recognize that VPN is only as secure as the connected devices.", Critical Manufacturing,Worldwide,Germany,['266']
559,ICSA-20-014-03,https://us-cert.cisa.gov//ics/advisories/icsa-20-014-03,20,['CVE-2019-13933'],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2019-13933'],Exploitable remotely/low skill level to exploit,Siemens,SCALANCE X Switches,"When remote access is required, use secure methods, such as Virtual Private Networks (VPNs), recognizing that VPNs may have vulnerabilities and should be updated to the most current version available. Also recognize that VPN is only as secure as the connected devices.", Critical Manufacturing,Worldwide,Germany,['306']
560,ICSA-20-014-04,https://us-cert.cisa.gov//ics/advisories/icsa-20-014-04,20,['CVE-2019-19278'],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2019-19278'],Low skill level to exploit,Siemens,SINAMICS PERFECT HARMONY GH180,"When remote access is required, use secure methods, such as Virtual Private Networks (VPNs), recognizing that VPNs may have vulnerabilities and should be updated to the most current version available. Also recognize that VPN is only as secure as the connected devices.", Critical Manufacturing,Worldwide,Germany,['693']
561,ICSA-20-014-06,https://us-cert.cisa.gov//ics/advisories/icsa-20-014-06,20,"['CVE-2019-18271', 'CVE-2019-18244:', 'CVE-2019-18275', 'CVE-2019-18244', 'CVE-2019-18273:', 'CVE-2019-18273', 'CVE-2019-18275:']","['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2019-18275', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2019-18271', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2019-18273', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2019-18244', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2019-18275', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2019-18271', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2019-18273', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2019-18244', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2019-18275', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2019-18271', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2019-18273', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2019-18244']",Exploitable remotely/low skill level to exploit,OSIsoft LLC,PI Vision,Not Found, Multiple,Worldwide,United States,"['284', '352', '79', '532']"
562,ICSA-19-344-07,https://us-cert.cisa.gov//ics/advisories/icsa-19-344-07,19,"['CVE-2019-13943', 'CVE-2019-13942', 'CVE-2019-13944']","['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2019-13942', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2019-13943', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2019-13944']",Exploitable remotely/low skill level to exploit,Siemens,EN100 Ethernet Module,Not Found," Chemical, Critical Manufacturing, Energy, Food and Agriculture, Water and Wastewater Systems",Worldwide,Germany,"['119', '79', '23']"
563,ICSA-19-281-03,https://us-cert.cisa.gov//ics/advisories/icsa-19-281-03,19,['CVE-2019-13921'],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2019-13921'],Exploitable remotely/low skill level to exploit,Siemens,SIMATIC WinAC RTX (F) 2010,"When remote access is required, use secure methods, such as Virtual Private Networks (VPNs), recognizing that VPNs may have vulnerabilities and should be updated to the most current version available. Also recognize that VPN is only as secure as the connected devices.", Critical Manufacturing,Worldwide,Germany,['410']
564,ICSA-19-085-01,https://us-cert.cisa.gov//ics/advisories/ICSA-19-085-01,19,['CVE-2019-6569'],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2019-6569'],Exploitable remotely,Siemens,SCALANCE X,"When remote access is required, use secure methods, such as Virtual Private Networks (VPNs), recognizing that VPNs may have vulnerabilities and should be updated to the most current version available. Also recognize that VPN is only as secure as the connected devices."," Chemical, Critical Manufacturing, Energy, Food and Agriculture, and Water and Wastewater Systems",Worldwide,Germany,['440']
565,ICSA-18-163-02,https://us-cert.cisa.gov//ics/advisories/ICSA-18-163-02,18,"['CVE-2018-4842', 'CVE-2018-4848']","['CVE-2018-4842', 'CVE-2018-4848']",Exploitable remotely,Siemens,SCALANCE X switches,Not Found," Chemical, Energy, Food and Agriculture, Healthcare and Public Health, Transportation Systems, and Water and Wastewater Systems",Worldwide,Germany,"['79', '79']"
566,ICSMA-19-274-01,https://us-cert.cisa.gov//ics/advisories/icsma-19-274-01,19,"['CVE-2019-12261', 'CVE-2019-12262', 'CVE-2019-12260', 'CVE-2019-12257', 'CVE-2019-12256', 'CVE-2019-12262,', 'CVE-2019-12263', 'CVE-2019-12265', 'CVE-2019-12259', 'CVE-2019-12255,', 'CVE-2019-12255', 'CVE-2019-12258', 'CVE-2019-12264']","['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2019-12256', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2019-12257', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2019-12255', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2019-12260', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2019-12261', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2019-12263', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2019-12258', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2019-12264', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2019-12259', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2019-12262', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2019-12259', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2019-12264', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2019-12265']",Exploitable remotely/low skill level to exploit/public exploits are available,"Vendors: ENEA, Green Hills Software, ITRON, IP Infusion, Wind River","OSE by ENEA, INTEGRITY RTOS by Green Hills Software, ITRON, ZebOS by IP Infusion, and VxWorks by Wind River","When remote access is required, use secure methods, such as Virtual Private Networks (VPNs), recognizing that VPNs may have vulnerabilities and should be updated to the most current version available. Also recognize that VPN is only as secure as the connected devices."," Critical Manufacturing, Information Technology, Healthcare and Public Health, Transportation Systems, Water and Wastewater Systems",Worldwide,Germany,"['121', '122', '191', '119', '119', '362', '88', '476', '88', '88', '88']"
567,ICSMA-19-353-01,https://us-cert.cisa.gov//ics/advisories/icsma-19-353-01,19,['CVE-2019-18263'],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2019-18263'],Exploitable remotely/low skill level to exploit/public exploits are available,Philips,"Veradius Unity, Pulsera, and Endura Dual WAN Router",Not Found, Healthcare and Public Health,Worldwide,Netherlands,['326']
568,ICSA-19-353-01,https://us-cert.cisa.gov//ics/advisories/icsa-19-353-01,19,['CVE-2019-19707'],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2019-19707'],Exploitable remotely/low skill level to exploit,Moxa,"EDS-G508E, EDS-G512E, and EDS-G516E Series Ethernet Switches","When remote access is required, use secure methods, such as Virtual Private Networks (VPNs), recognizing that VPNs may have vulnerabilities and should be updated to the most current version available. Also recognize that VPN is only as secure as the connected devices."," Critical Manufacturing, Energy, Water and Wastewater Systems",Worldwide,Taiwan,['400']
569,ICSA-19-353-02,https://us-cert.cisa.gov//ics/advisories/icsa-19-353-02,19,['CVE-2019-18234'],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2019-18234'],Exploitable remotely/low skill level to exploit,"Where possible, obtain security updates from vendor and apply available patches.",Control Expert,Not Found, Multiple,"Argentina, Uruguay",Argentina,['89']
570,ICSA-19-353-03,https://us-cert.cisa.gov//ics/advisories/icsa-19-353-03,19,['CVE-2019-18236'],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2019-18236'],Low skill level to exploit,WECON,PLC Editor,Not Found," Critical Manufacturing, Energy, Water and Wastewater Systems",Worldwide,China,['121']
571,ICSA-19-353-04,https://us-cert.cisa.gov//ics/advisories/icsa-19-353-04,19,['CVE-2019-18249'],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2019-18249'],Exploitable remotely,Reliable Controls,MACH-ProWebCom/Sys,Not Found, Commercial Facilities,Worldwide,Canada,['79']
572,ICSA-19-318-04,https://us-cert.cisa.gov//ics/advisories/icsa-19-318-04,19,['CVE-2019-18251'],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2019-18251'],Exploitable remotely/low skill level to exploit,Omron,CX-Supervisor,Not Found, Energy,Worldwide,Japan,['477']
573,ICSA-19-290-01,https://us-cert.cisa.gov//ics/advisories/icsa-19-290-01,19,['CVE-2019-13537'],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2019-13537'],Exploitable remotely/low skill level to exploit,AVEVA and Schneider Electric,AVEVA’s Vijeo Citect and Citect SCADA; Schneider Electric’s Power SCADA Operation,"When remote access is required, use secure methods, such as Virtual Private Networks (VPNs), recognizing that VPNs may have vulnerabilities and should be updated to the most current version available. Also recognize that VPN is only as secure as the connected devices.", Energy,Worldwide,France,['121']
574,ICSA-19-351-01,https://us-cert.cisa.gov//ics/advisories/icsa-19-351-01,19,['CVE-2019-18267'],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2019-18267'],Exploitable remotely/low skill level to exploit,GE,GE S2020/S2020G Fast Switch 61850,Not Found," Critical Manufacturing, Energy, Transportation Systems",Worldwide,United States ,['79']
575,ICSA-19-346-01,https://us-cert.cisa.gov//ics/advisories/icsa-19-346-01,19,['CVE-2019-18257'],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2019-18257'],Exploitable remotely/low skill level to exploit,Advantech,DiagAnywhere Server,"When remote access is required, use secure methods, such as Virtual Private Networks (VPNs), recognizing that VPNs may have vulnerabilities and should be updated to the most current version available. Also recognize that VPN is only as secure as the connected devices."," Critical Manufacturing, Energy, Water and Wastewater Systems","East Asia, United States, and Europe",Taiwan,['121']
576,ICSA-19-346-02,https://us-cert.cisa.gov//ics/advisories/icsa-19-346-02,19,"['CVE-2019-18269', 'CVE-2019-18259', 'controlCVE-2019-18269', 'CVE-2019-13533', 'valvesCVE-2019-13533']","['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2019-18259', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2019-13533', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2019-18269']",Exploitable remotely/low skill level to exploit,Omron,PLC CJ and CS Series,"When remote access is required, use secure methods, such as Virtual Private Networks (VPNs), recognizing that VPNs may have vulnerabilities and should be updated to the most current version available. Also recognize that VPN is only as secure as the connected devices.", Critical Manufacturing,Worldwide,Japan,[]
577,ICSA-19-346-03,https://us-cert.cisa.gov//ics/advisories/icsa-19-346-03,19,['CVE-2019-18261'],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2019-18261'],Exploitable remotely/low skill level to exploit,Omron,"PLC CJ, CS and NJ Series","When remote access is required, use secure methods, such as Virtual Private Networks (VPNs), recognizing that VPNs may have vulnerabilities and should be updated to the most current version available. Also recognize that VPN is only as secure as the connected devices.", Critical Manufacturing,Worldwide,Japan,[]
578,ICSMA-19-318-01,https://us-cert.cisa.gov//ics/advisories/icsma-19-318-01,19,['CVE-2019-18241'],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2019-18241'],Low skill level to exploit,Philips,IntelliBridge EC40 and EC80,Not Found, Healthcare and Public Health,Worldwide,Netherlands,['326']
579,ICSA-19-106-03,https://us-cert.cisa.gov//ics/advisories/ICSA-19-106-03,19,['CVE-2019-10953'],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2019-10953'],Exploitable remotely/low skill level to exploit/public exploits are available,"Vendors: ABB, Phoenix Contact, Schneider Electric, Siemens, WAGO","Physical controls should be in place so no unauthorized person would have access to the ICS and safety controllers, peripheral equipment, or the ICS and safety networks.","When remote access is required, use secure methods, such as Virtual Private Networks (VPNs), recognizing that VPNs may have vulnerabilities and should be updated to the most current version available. Also recognize that VPN is only as secure as the connected devices.", Healthcare and Public Health,Worldwide,Netherlands,['400']
